property_place_id,nearby_place_id,name,address,place_type,rating,user_ratings_total
ChIJ7ca0NHE8GJYRurlZ25AnKuI,ChIJY1_003M8GJYRkkx4GW9tUsA,Comida Rapida El Sabroson Del Profe,"Avenida Los Notros 1551, Puerto Montt, Puerto Montt",restaurant,4.2,199.0
ChIJ7ca0NHE8GJYRurlZ25AnKuI,ChIJ2-4by949GJYRzMZN_AYrRcM,Dragon Burger,"Norma Patiño Navarro 1641, Puerto Montt",restaurant,4.0,9.0
ChIJ7ca0NHE8GJYRurlZ25AnKuI,ChIJcdtrvqU9GJYRwEAzI97NsS8,Vander Jack,"5480000, Puerto Montt",restaurant,4.0,4.0
ChIJ7ca0NHE8GJYRurlZ25AnKuI,ChIJK0eB0ik9GJYRIUTaDIMuIkM,Kyu Asian Food,"Pasaje Del Bosque Sur 1462, Puerto Montt",restaurant,4.0,4.0
ChIJ7ca0NHE8GJYRurlZ25AnKuI,ChIJn0RQGoY7GJYR5kjKMQHKuY4,Reisy Mascotas,"Bosquemar, Avenida Los Notros 1638, Puerto Montt",store,4.7,63.0
ChIJ7ca0NHE8GJYRurlZ25AnKuI,ChIJ75sjSgA9GJYRgIoPEjKrC3E,Punto Pellet Bosquemar,"Bosque de Viento 1570, Puerto Montt",store,,
ChIJ7ca0NHE8GJYRurlZ25AnKuI,ChIJc_rKTvQ9GJYRRixaR71eflY,Frutos Lu,"Avenida Los Notros 1636, Puerto Montt",store,5.0,11.0
ChIJ7ca0NHE8GJYRurlZ25AnKuI,ChIJsZfZ4BI9GJYR1ZMd61uL9mw,Regalitos Bosquemar,"5480000, Puerto Montt",store,1.0,1.0
ChIJ7ca0NHE8GJYRurlZ25AnKuI,ChIJIxve6jk7GJYRBwhDnCjx_Ik,Tienda ibiza,"Bosque Templado 1744, Puerto Montt",store,5.0,1.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJ2wlELWI6GJYRgbIsx9qKgoA,TRANSPORTE Y TURISMO VIP,"Rubén Zamorano 650, Puerto Montt, Puerto Montt",restaurant,3.8,4.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJR1_Kk_U7GJYREYPXKHLQ-BE,La Familiar Almuerzos,"Las Lengas 217, Puerto Montt",restaurant,5.0,1.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJ55a_rQw7GJYR_TJ9c_sUvXc,minamisushi.pm,Puerto Montt,restaurant,,
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJUxwybjs7GJYRHYulqUWKs4I,La fuente de Ali,"Volcán Corcovado 4948, Puerto Montt",restaurant,3.5,22.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJE4Xy0WI6GJYRV-dkR3VXguc,Serviin,"Avenida Cuarta Terraza 4955, Puerto Montt",restaurant,5.0,1.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJU1wRPtYmGJYRe1efBea5sj8,Ohsama,"Avenida Cuarta Terraza 5036, Puerto Montt, Puerto Montt",restaurant,4.3,565.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJvRQ302I6GJYR3Dl88pZhxio,Rest Tai,"Avenida Cuarta Terraza 5034, Puerto Montt, Puerto Montt",restaurant,4.5,65.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJA6X3YHo7GJYRV7DTFu64RSY,Sushi Valle Volcanes Restaurante,"Avenida Marcelo Fourcade 228, Puerto Montt",restaurant,4.7,157.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJ-wYOvMg7GJYRt_ZSTqPFpDk,Caracas Food,"VALLE VOLCANES, Avenida Marcelo Fourcade 230, Puerto Montt",restaurant,4.5,98.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJHT8G6W07GJYR5OrmzcSRon4,Taquería Jaliscos,"Avenida Marcelo Fourcade 230, Puerto Montt, Puerto Montt",restaurant,3.8,93.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJm3qNa2I6GJYRTY-tvsNDaXM,One World Seafood,"Los Algarrobos 5019, Puerto Montt, Puerto Montt",restaurant,,
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJ0dpez9o7GJYReNjywVRuFEY,Sazón Sureño,"Avenida Marcelo Fourcade 242, Puerto Montt, Puerto Montt",restaurant,,
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJNwRQ2a07GJYRZwwZUoGmUto,Sushi Take,"Avenida Cuarta Terraza 4925, Puerto Montt",restaurant,3.8,117.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJV9A0TQA7GJYRoqrLx03xAgM,Entre pollos y empanadas,"Pasaje Nuevo 15 219, Puerto Montt",restaurant,,
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJC2GdPwA7GJYRcHK3ChjFT8I,¡Que Papas!,"Avenida Marcelo Fourcade 4975, Puerto Montt",restaurant,3.4,49.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJ6Ty2ptg7GJYRNTOthFubCqg,Caracola Churros,"Avenida Cuarta Terraza 4919, Puerto Montt",restaurant,5.0,2.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJ2Zi9An06GJYRxdN5WqDJrw4,Di' Nocetti Valle Volcanes,"Pasaje Loa 4972, Puerto Montt, Puerto Montt",restaurant,4.3,581.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJw8AC9K87GJYRfJQTiHUr0k0,High Score,"Pasaje Loa, Valle Volcanes 4976, Puerto Montt",restaurant,4.5,199.0
ChIJVbbiDmM6GJYRXuc-4rukbnU,ChIJFRYZKn06GJYRy9xMfrwxdPU,Comercial Mercover Trading Limitada,"Avenida Cuarta Terraza 4943, Puerto Montt, Puerto Montt",store,,
ChIJmRm7dHc7GJYRoEO9EEh6-d0,ChIJf6LMsXI7GJYRJiZDL9_AX_s,Restaurante Viento Sur,"Avenida Cardonal 39, Puerto Montt",restaurant,4.5,948.0
ChIJmRm7dHc7GJYRoEO9EEh6-d0,ChIJfwkhUUs7GJYRKopprjaw7-k,Mei Sushi,"Calle Via Antartica 2003, Puerto Montt",restaurant,4.3,171.0
ChIJmRm7dHc7GJYRoEO9EEh6-d0,ChIJxwHJAfc7GJYRZm5m6si9kyA,Comida rapida el sabroson cardonal,"Calle Uno 2060, Puerto Montt, Puerto Montt",restaurant,5.0,1.0
ChIJmRm7dHc7GJYRoEO9EEh6-d0,ChIJ1a1g8o07GJYRLOSZu6O_Ny4,Fish Line Cardonal,"Avenida Cardonal, Puerto Montt",restaurant,3.0,2.0
ChIJmRm7dHc7GJYRoEO9EEh6-d0,ChIJR_FHmhg7GJYRecgtJTRg8v4,Rock Chicken,"Avenida Cardonal 54, Puerto Montt",restaurant,4.1,8.0
ChIJmRm7dHc7GJYRoEO9EEh6-d0,ChIJ8ThPDHo7GJYRqDRtvL4-Frs,Soto Bonnet Wilson,"Marte 4, Puerto Montt, Puerto Montt",restaurant,,
ChIJmRm7dHc7GJYRoEO9EEh6-d0,ChIJzx3z8gw7GJYRzfALf-j8RQw,FRUTAS Y VERDURAS ZUFRUTA 4,"Avenida Cardonal 000, Puerto Montt",restaurant,,
ChIJmRm7dHc7GJYRoEO9EEh6-d0,ChIJ75MJbAk7GJYRvelDZThi5ZI,Dónde la Viejuja,"Avenida El Tepual 14, Puerto Montt",restaurant,,
ChIJmRm7dHc7GJYRoEO9EEh6-d0,ChIJ4aCNssM7GJYR1AQMuySSECQ,Rburgerpro,"Calle Uno 1714, Puerto Montt",restaurant,,
ChIJmRm7dHc7GJYRoEO9EEh6-d0,ChIJ09KHl3Y7GJYRHnesxLWVNvM,Taller Integral Pintura Automotriz,"Avenida Cardonal 56, Puerto Montt, Puerto Montt",store,4.5,2.0
ChIJdWg0kn86GJYRcsNP9eD0qtQ,ChIJB8tpWQA7GJYR4lTg9zWDoMk,Buenas Juntas,"Cerro Tronador 4902, Puerto Montt",restaurant,3.0,2.0
ChIJdWg0kn86GJYRcsNP9eD0qtQ,ChIJTwOqgOE7GJYRhl7Qyt93kJA,Dharma Valle Volcanes,"Dharma Valle Volcanes, Puerto Montt",restaurant,,
ChIJdWg0kn86GJYRcsNP9eD0qtQ,ChIJ3Umm5kU7GJYRsRo2ar51VH8,Burgermanía,"5480000, Puerto Montt",restaurant,4.7,86.0
ChIJdWg0kn86GJYRcsNP9eD0qtQ,ChIJ9xfTYCMxGJYRQi8MUOh-8Fc,Caribbean Sushi Puerto Montt,"Calle Nueva Oriente 4 4838, Puerto Montt",restaurant,3.0,4.0
ChIJdWg0kn86GJYRcsNP9eD0qtQ,ChIJQWhcS5Y7GJYRBFGap4TnILg,Pollo Crispy,"Calle nueva 10 valle volcanes 5016, Puerto Montt",restaurant,4.4,38.0
ChIJdWg0kn86GJYRcsNP9eD0qtQ,ChIJu8CPKQA7GJYRi-wOsZe7Q6k,MARA LOUNGE (comida internacional),"Cerro Tronador 4958, Puerto Montt",restaurant,,
ChIJdWg0kn86GJYRcsNP9eD0qtQ,ChIJ41LqEBY7GJYR4pPCC0LX3QU,El Clan de las Mascotas - Alimento para Mascotas - Despacho a Domicilio,"Curamil 4772, Puerto Montt",store,4.8,21.0
ChIJdWg0kn86GJYRcsNP9eD0qtQ,ChIJ0Q2vTAA7GJYRPNDsUJ3Wmbo,Bignonaccesorios Piedras de Protección,"Huenullan 5336, Puerto Montt",store,,
ChIJdWg0kn86GJYRcsNP9eD0qtQ,ChIJc_6xvMA7GJYRqtIWyhpsxg0,MASKOTAS,"Cerro Tronador 4920, Puerto Montt",store,,
ChIJdWg0kn86GJYRcsNP9eD0qtQ,ChIJ8V1EJ647GJYRwUxZXs4Hkkk,ceramicas Gina Oyarce,"valle volcanes, Laguna del Laja 4965, Puerto Montt",store,,
ChIJdWg0kn86GJYRcsNP9eD0qtQ,ChIJFZxZKGQxGJYRZyfyc52IPco,La Tiendita Cuatro Patas,"Calle Diagonal Laguna 1 4610, Puerto Montt",store,5.0,1.0
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJuxLVFwA9GJYR-4DP5xK3qGg,La Olla de Doña Bella,"Avenida Archipielago Juan Fernandez 6169, Puerto Montt",restaurant,4.4,27.0
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJh1-lVAA9GJYRmWs3BxylKe8,De La C,"Archipielago Juan Fernández, Sur 6141, Puerto Montt",restaurant,4.5,4.0
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJL2yBtJ49GJYRF96jtYksZWU,Dannpoke,"Avenida Capitán Ávalos 6261, puerta sur, Puerto Montt",restaurant,5.0,7.0
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJ9yUbYjM9GJYRCFpxJqWa5zs,Delicias Marioly,"pob. puerta sur, playa pilol 6179, Puerto Montt",restaurant,,
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJB5eBhBo9GJYRNif1zCVOAmk,Raíces Del Sur,"Ricardo Krebs, Puerto Montt",restaurant,4.9,21.0
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJBQ5nTQA9GJYRM8L2q6Y8lps,Mailen Foodtruck,"Pasaje José Fuentes, Puerto Montt",restaurant,4.9,10.0
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJ_7oDUaQ9GJYRoxfRI33QySE,Chikiluky comida rápida.,"Adelina Gutierrez 6105, Puerto Montt",restaurant,5.0,3.0
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJxzM_UgA9GJYRp5hqcN2pbCk,Daisuki Sushi,"Avenida Archipielago Juan Fernandez 6069, Puerto Montt",restaurant,5.0,2.0
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJId-CGQA9GJYRsm10X5BgQUM,Panadería y Rotisería Camila,"Archipielago Juan Fernandez, Avenida Archipielago Juan Fernandez 6157, Puerto Montt",store,5.0,1.0
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJb1XRx949GJYRMUG7rGUl0tU,Mercado Particular Stefy,"Emilia rojas García, Sur 6168, Puerto Montt",store,4.0,4.0
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJL_vmXHc9GJYRREP0ew_HQas,Destáca-T Estampados,"Pasaje Felicia Díaz Tellez 6146, Puerto Montt, Puerto Montt",store,1.0,2.0
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJC7Pqm8U9GJYR_f88bIsGtc0,Duckclub,"Luis Gomez Carreño 6228, Puerto Montt",store,,
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJWf47hrs9GJYR7yxkXMu6nGw,Minimarket La Abejita,"Luis Gomez Carreno 6220, Isla de Pascua, Puerto Montt",store,4.9,45.0
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJQ2IOm4s9GJYR01XWzeN9vCk,Costuras Y Confecciones Marina,"Isla de Pascua 6178, Puerto Montt",store,5.0,1.0
ChIJv0QgPYc8GJYRsXsr41CzVAo,ChIJnaUyLyU9GJYR2dq5pYwVkXg,Costuritas Lili,"Julia Andrade Chacón 6145, Puerta sur, Puerto Montt",store,5.0,2.0
Ei5DZXJybyBUcm9uYWRvciwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIi4qLAoUChIJE8khXYc6GJYRxDqCxtv648ASFAoSCQf0IGlNOhiWEd_JpXla8aOG,ChIJu8CPKQA7GJYRi-wOsZe7Q6k,MARA LOUNGE (comida internacional),"Cerro Tronador 4958, Puerto Montt",restaurant,,
Ei5DZXJybyBUcm9uYWRvciwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIi4qLAoUChIJE8khXYc6GJYRxDqCxtv648ASFAoSCQf0IGlNOhiWEd_JpXla8aOG,ChIJQWhcS5Y7GJYRBFGap4TnILg,Pollo Crispy,"Calle nueva 10 valle volcanes 5016, Puerto Montt",restaurant,4.4,38.0
Ei5DZXJybyBUcm9uYWRvciwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIi4qLAoUChIJE8khXYc6GJYRxDqCxtv648ASFAoSCQf0IGlNOhiWEd_JpXla8aOG,ChIJ462Zaoc6GJYRQidcqGb7Ef8,Breko Fusion Sushi.bar,"Cerro Tronador 4981, Puerto Montt, Puerto Montt",restaurant,4.0,192.0
Ei5DZXJybyBUcm9uYWRvciwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIi4qLAoUChIJE8khXYc6GJYRxDqCxtv648ASFAoSCQf0IGlNOhiWEd_JpXla8aOG,ChIJTwOqgOE7GJYRhl7Qyt93kJA,Dharma Valle Volcanes,"Dharma Valle Volcanes, Puerto Montt",restaurant,,
Ei5DZXJybyBUcm9uYWRvciwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIi4qLAoUChIJE8khXYc6GJYRxDqCxtv648ASFAoSCQf0IGlNOhiWEd_JpXla8aOG,ChIJaTlToIc6GJYREBi013niwlk,Pizzería & Emporio Valle Sabor,"Avenida Marcelo Fourcade 4935, Puerto Montt",restaurant,4.0,76.0
Ei5DZXJybyBUcm9uYWRvciwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIi4qLAoUChIJE8khXYc6GJYRxDqCxtv648ASFAoSCQf0IGlNOhiWEd_JpXla8aOG,ChIJLW9n8As7GJYRC5snexXGWoQ,Big Smash,"Valle Volcanes, Avenida Marcelo Fourcade 4937, Puerto Montt",restaurant,4.7,46.0
Ei5DZXJybyBUcm9uYWRvciwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIi4qLAoUChIJE8khXYc6GJYRxDqCxtv648ASFAoSCQf0IGlNOhiWEd_JpXla8aOG,ChIJgZvyA2g7GJYRTqSiI9VcYpY,La Waffleria,"Los Pimientos 4688, Puerto Montt",store,4.4,440.0
Ei5DZXJybyBUcm9uYWRvciwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIi4qLAoUChIJE8khXYc6GJYRxDqCxtv648ASFAoSCQf0IGlNOhiWEd_JpXla8aOG,ChIJkQkp-Rw7GJYRdOdzODTbnLg,DONDE HOMERO VALLE VOLCANES,"CERRO TRONADOR, VALLE VOLCANES 4597, Puerto Montt",restaurant,3.6,35.0
Ei5DZXJybyBUcm9uYWRvciwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIi4qLAoUChIJE8khXYc6GJYRxDqCxtv648ASFAoSCQf0IGlNOhiWEd_JpXla8aOG,ChIJZVMPwug7GJYRBSr4JMMvLAI,El Placer de Comer,"Cerro Tronador 4606, Puerto Montt",restaurant,3.7,3.0
Ei5DZXJybyBUcm9uYWRvciwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIi4qLAoUChIJE8khXYc6GJYRxDqCxtv648ASFAoSCQf0IGlNOhiWEd_JpXla8aOG,ChIJB8tpWQA7GJYR4lTg9zWDoMk,Buenas Juntas,"Cerro Tronador 4902, Puerto Montt",restaurant,3.0,2.0
Ei5DZXJybyBUcm9uYWRvciwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIi4qLAoUChIJE8khXYc6GJYRxDqCxtv648ASFAoSCQf0IGlNOhiWEd_JpXla8aOG,ChIJ2Zi9An06GJYRxdN5WqDJrw4,Di' Nocetti Valle Volcanes,"Pasaje Loa 4972, Puerto Montt, Puerto Montt",restaurant,4.3,581.0
Ei5DZXJybyBUcm9uYWRvciwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIi4qLAoUChIJE8khXYc6GJYRxDqCxtv648ASFAoSCQf0IGlNOhiWEd_JpXla8aOG,ChIJC2GdPwA7GJYRcHK3ChjFT8I,¡Que Papas!,"Avenida Marcelo Fourcade 4975, Puerto Montt",restaurant,3.4,49.0
Ei5DZXJybyBUcm9uYWRvciwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIi4qLAoUChIJE8khXYc6GJYRxDqCxtv648ASFAoSCQf0IGlNOhiWEd_JpXla8aOG,ChIJp0yEOIY6GJYR-Gj9MXG-8JA,Easyclean Ltda. Administracion,"Pasaje Nuevo 40 N°603 - Valle Volcanes, Puerto Montt",store,4.2,5.0
Ei5DZXJybyBUcm9uYWRvciwgUHVlcnRvIE1vbnR0LCBMb3MgTGFnb3MsIENoaWxlIi4qLAoUChIJE8khXYc6GJYRxDqCxtv648ASFAoSCQf0IGlNOhiWEd_JpXla8aOG,ChIJB5afxYA7GJYRrAbmcPpC5p8,Camthy´s World,"El Chagual 6016, Puerto Montt",store,,
ChIJCX0pPIU6GJYRRsXgcaz33MI,ChIJYQQoZqQ7GJYRqGSWM0p0yPw,Elvis King,"Volcán Láscar 112, Puerto Montt",restaurant,,
ChIJCX0pPIU6GJYRRsXgcaz33MI,ChIJQ3bkUY86GJYRL7C-tg5mU40,Bonhomía Sureña,"Valle Volcanes, Volcán Láscar 101, Puerto Montt, Puerto Montt",restaurant,4.5,21.0
ChIJCX0pPIU6GJYRRsXgcaz33MI,ChIJb36nrIg6GJYR5DRzFMUNxMI,Ruta 7 Taller y Equipamiento,"Volcán Michimavida 358, Puerto Montt, Puerto Montt",store,4.9,75.0
ChIJCX0pPIU6GJYRRsXgcaz33MI,ChIJkzVoaJM7GJYRHBCZtM9UWFc,Automotora Valle Volcanes,"B valle volcanes, Volcán Michimavida 358, Puerto Montt",store,5.0,7.0
ChIJCX0pPIU6GJYRRsXgcaz33MI,ChIJJfNlFNk7GJYRWIWr_D5rBPE,Fruteria y Verduleria Minimarket Isabel,"Volcán Michimavida 358, Puerto Montt, Puerto Montt",store,5.0,1.0
